question_id,student_answer,score
3,"غسل الوجه و الرأس و اليدين و الرجلين 
المضمضة الاستنشاق الاستنثار مسح الاذنين
النية البسملة ",2.5
3,النية البسملة المضمضة الاستنشاق والاستنثار غسل اليدين للمرافق مسح الرأس الدلك والفور ,2.25
3,غسل اليدين الوجه الرجلين مسح الرأس المضمضة الاستنشاق الاستنثار مسح الاذنين الدلك ,2.25
3,النية البسملة المضمضة الاستنشاق والاستنثار غسل اليدين للمرافق مسح الرأس ,1.75
3,النية البسملة المضمضة الاستنشاق والاستنثار غسل اليدين للمرافق مسح الرأس الدلك والفور ,2.25
3,المضمضة الاستنشاق الاستنثار مسح الاذنين الدلك غسل اليدين غسل الأرجل غسل الوجه مسح الرأس النية البسملة,2.75
3,فرائض الوضوء سبعة وسننه ثلاثة عشر ,0.25
3,النية البسملة المضمضة الاستنشاق الدلك والفور ,1.5
3,غسل الوجه الاستنشاق والاستنثار البسملة مسح الرأس ,1.5
3,النية الدلك والفور البسملة المضمضة ,1.25
3,النية البسملة المضمضة الاستنشاق الاستنثار مسح الاذنين غسل اليدين الوجه الرجلين ,2.0
3,"فرائض الوضوء سبع وهي:
النية،الدلك، الفور،غسل الوجه، غسل اليدين إلى المرفقين، مسح الرأس، غسل الرجلين. 
وسننه سبع وهي:
،غسل اليدين إلى الكوعين،المضمضة، الاستنشاق،الاستنثار ،رد مسح الرأس،مسح الاذنين، ترتيب الفرائض فيما بينها. ",3.5
3,غسل الوجه وغسل اليدين الى المرفقين ومسح الرأس وغسل الرجلين الكعين ,1.0
3,"فرائضه: النية الدلك الفور مسح الرأس وغسل الرجلين الى الكعبين وغسل اليدين الى المرفقين
سننه : غسل اليدين إلى الكعين ورد مسح الرأس مسح الأذنين والبسملة في الأول",2.5
3,فرائض الوضوء سبع وهي دلك وفور نية في بدئه ولينو رفع حدث أو مفترض . وغسل وجه غسله اليدين ومسح الرأس غسله الرجلين,1.75
3,غسل الوجه واليدين الى المرفقين والرجلين الى الكعبين ومسح الرأس يتضمنهم نية و دلك وفور ,1.75
3,فرائض الوضوء 7 النية الدلك الفور غسل الوجه وغسل اليدين إلى المرافقين ومسح الراس وغسل الرجلين,1.75
3,النية ,0.25
4,اسرافيل عليه السلام ,1.0
4,اسرافيل ,1.0
4,الملك إسرافيل,1.0
4,اسرافيل,1.0
4,إسرافيل عليه السلام,1.0
4,إسرافيل ,1.0
4,اسرافيل,1.0
4,عزرائيل ,0.0
4,اسرائيل,1.0
4,اسرافبل,1.0
4,اسرافيل,1.0
4,عزرائيل ,0.0
4,اسرافيل,1.0
4,إسرافيل ,1.0
4,اسرافيل ,1.0
4,إسرافيل,1.0
4,اسرافيل ,1.0
4,عزرائيل ,0.0
4,اسرافيل ,1.0
4,اسرافيل ,1.0
4,اسرافيل ,1.0
4,اسرافيل ,1.0
4,عزرائيل ,0.0
4,اسرافيل ,1.0
4,اسرافيل ,1.0
4,اسرافيل,1.0
4,عزرائيل,0.0
4,الملك إسرافيل ,1.0
4,اسرافيل ,1.0
4,إسرافيل ,1.0
4,اسرافيل,1.0
4,اسرافيل ,1.0
4,اسرافيل,1.0
4,اسرافيل ,1.0
4,عزرائيل ,0.0
4,ميكائيل,0.0
4,ميكائيل,0.0
4,إسرائيل  عليه وسلم ,0.0
4,اسرافيل,1.0
4,إسرافيل,1.0
4,الملك المكلف بالنفخ في الصور هو الملك إسرافيل عليه السلام ,1.0
4,اسرافيل عليه السلام,1.0
4,اسرافيل,1.0
4,اسرافيل,1.0
4,اسرافيل,1.0
4,اسرافيل ,1.0
4,عزرائل,0.0
4,إسرافيل,1.0
4,اسرافيل,1.0
4,اسرافيل ,1.0
4,اسرافيل ,1.0
4,اسرافيل ,1.0
4,جبرائيل ,0.0
4, إسرافبل,1.0
4,اسرافيل ,1.0
4,اسرافيل ,1.0
4,اسرافيل ,1.0
4,جبرائيل,0.0
4,اسرافيل ,1.0
4,اسرافيل ,1.0
4,جبريل ,0.0
4,عزرائيل,0.0
4,إسرافيل ,1.0
4,إسرافيل عليه السلام ,1.0
4,اسرافيل ,1.0
4,اسرافيل ,1.0
4,الملك المكلف هو,0.0
4,اسرافيل ,1.0
4,اسرافيل ,1.0
4,الملك اسرافيل ,1.0
4,اسرافيل ,1.0
4,اسرافيل ,1.0
4,الملك المكلف بالنفخ في الصور هو الملك ميكائيل عليه السلام ,0.0
4,اسرافيل ,1.0
4,عزرائيل ,0.0
4,اسرافيل ,1.0
4,اسمه إسرافيل ,1.0
4,اسرافيل ,1.0
4,اسرافيل ,1.0
4,اسرافيل ,1.0
4,اسرافيل ,1.0
4,إسرافيل ,1.0
4,اسرافيل ,1.0
4,اسرافيل ,1.0
4,الملك عزرائيل ,0.0
4,إسرافيل,1.0
4,اسرافيل ,1.0
4,مكائيل,0.0
4,اسرافيل ,1.0
4,جبريل,0.0
4,اسرافيل ,1.0
4,جبريل ,0.0
4,اسرافيل ,1.0
4,اسرافيل ,1.0
4,جبريل ,0.0
4,إسرافيل ,1.0
4,اسرافيل ,1.0
4,اسرافيل ,1.0
4,اسرافيل ,1.0
4,إسرافيل ,1.0
4,اسرافيل ,1.0
4,إسرافيل ,1.0
4,الملك هو إسرافيل ,1.0
4,الملك المكلف بالنفخة الأولى والثانية هو الملك إسرافيل ,1.0
4,إسرافيل عليه السلام ,1.0
4,اسرافيل,1.0
4,لا أعرف ,0.0
5,الانجيل ,1.0
5,الانجيل ,1.0
5,الإنجيل,1.0
5,الانجيل,1.0
5,الإنجيل,1.0
5,التوراة,0.0
5,مانجا,0.0
5,الزابور ,0.0
5,الانجيل,1.0
5,الانجيل,1.0
5,الانجيل,1.0
5,الإنجيل ,1.0
5,الانجيل,1.0
5,الانجيل ,1.0
5,الانجيل,1.0
5,الإنجيل,1.0
5,الإنجيل ,1.0
5,التوراة ,0.0
5,الإنجيل ,1.0
5,الإنجيل ,1.0
5,الإنجيل ,1.0
5,التوراة ,0.0
5,الإنجيل ,1.0
5,الإنجيل ,1.0
5,الإنجيل ,1.0
5,الانجيل,1.0
5,الانجيل ,1.0
5,الانجيل ,1.0
5,الإنجيل ,1.0
5,التوراة ,0.0
5,الانجيل,1.0
5,الإنجيل ,1.0
5,الانجيل,1.0
5,الانجيل ,1.0
5,الإنجيل ,1.0
5,الانجيل,1.0
5,الانجيل,1.0
5,الانجيل,1.0
5,الانجيل,1.0
5,الإنجيل,1.0
5,الكتاب المنزل على عيسى عليه السلام هو الإنجيل ,1.0
5,الإنجيل,1.0
5,الإنجيل,1.0
5,الإنجيل,1.0
5,الإنجيل,1.0
5,الإنجيل ,1.0
5,الانجيل,1.0
5,الانجيل,1.0
5,الانجيل,1.0
5,الإنجيل ,1.0
5,الإنجيل ,1.0
5,الإنجيل ,1.0
5,التوراة ,0.0
5,الإنجيل ,1.0
5,التوراة ,0.0
5,التوراة ,0.0
5,الإنجيل ,1.0
5,الزابور,0.0
5,التوراة ,0.0
5,الإنجيل ,1.0
5,التوراة ,0.0
5,الانجيل,1.0
5,الزابور,0.0
5,الانجيل,1.0
5,الإنجيل ,1.0
5,التوراة ,0.0
5,الكتاب الذي أنزل على النبي عيسى عليه السلام هو الإنجيل ,1.0
5,الإنجيل ,1.0
5,التوراة ,0.0
5,الانجيل ,1.0
5,التوراة,0.0
5,الإنجيل ,1.0
5,كتاب الله ,0.0
5,التوراة ,0.0
5,الانجيل ,1.0
5,الإنجيل ,1.0
5,الإنجيل هو الكتاب السماوي الذي أنزل الله على عيسى عليه السلام ,1.0
5,التوراة ,0.0
5,الإنجيل ,1.0
5,الإنجيل ,1.0
5,التوراة ,0.0
5,الانجيل ,1.0
5,الإنجيل ,1.0
5,التوراة ,0.0
5,الانجيل ,1.0
5,الكتاب الذي أنزل على عيسى عليه السلام هو الزبور ,0.0
5,الإنجيل ,1.0
5,الانجيل ,1.0
5,الإنجيل ,1.0
5,الانجيل,1.0
5,التوراة ,0.0
5,الزابور ,0.0
5,الزابور ,0.0
5,التوراة ,0.0
5,الانجيل ,1.0
5,الإنجيل ,1.0
5,الإنجيل ,1.0
5,الإنجيل ,1.0
5,الإنجيل ,1.0
5,الانجيل ,1.0
5,الإنجيل ,1.0
5,الانجيل ,1.0
5,الإنجيل كتاب الله الذي أنزل على عيسى ,1.0
5,الإنجيل,1.0
5,التوراة,0.0
5,الإنجيل ,1.0
5,الإنجيل ,1.0
6,حمزة,0.0
6,أبي طالب ,2.0
6,عمه عبد الله ,0.0
6,عمه,0.25
6,عمه ابو طالب ,2.0
6,عمه ,0.25
6,تودو,0.0
6,عمه حمزة ,0.0
6,لا اعلم,0.0
6,حليمة السعدية ,0.0
6,حمزة ,0.0
6,ابو طالب ,2.0
6,عمه,0.25
6,عمه ,0.25
6,عمه ابا طالب,2.0
6,عمه أبو طالب,2.0
6,عمه عبد المطلب ,2.0
6,عمه,0.25
6,حمزة ,0.0
6,عمه,0.25
6,عبد الله ,0.0
6,عمه,0.25
6,عمه,0.25
6,عبد الله ,0.0
6,عمه,0.25
6,عمه ابو طالب,2.0
6,عمه ,0.25
6,عمه أبو طالب,2.0
6,عمه ,0.25
6,عمه أبو طالب ,2.0
6,عمه أبو طالب,2.0
6,ابو طالب ,2.0
6,عمه أبو طالب,2.0
6,عمه ,0.25
6,عمه ابو طالب ,2.0
6,عمه,0.25
6,عمه,0.25
6,عمه ,0.25
6,40,0.0
6,عمه عبد المطلب,2.0
6,عم النبي صلى الله عليه وسلم أبي طالب هو من كفله بعد موت جده  ,2.0
6,عمه ,0.25
6,عمه ابو طالب ,2.0
6,عمه,0.25
6,عمه ,0.25
6,عمه أبو طالب,2.0
6,عمه عبد المطلب رضي الله عنه,2.0
6,عمه ابو طالب,2.0
6,عمه ابا طالب,2.0
6,عمه ابو طالب ,2.0
6,عمه,0.25
6,ابو طالب ,2.0
6,عمه,0.25
6,عمه,0.25
6,ابو طالب,2.0
6,عمه,0.25
6,عمه ابو طالب ,2.0
6,حليمة السعدية ,0.0
6,حليمة السعدية ,0.0
6,خاله,0.0
6,عمه,0.25
6,خاله,0.0
6,عمه ,0.25
6,ابي طالب,2.0
6,عمه,0.25
6,عمه,0.25
6,أبي طالب عم النبي صلى الله عليه وسلم هو من كفله بعد موت جده,2.0
6,حليمة السعدية ,0.0
6,عمه,0.25
6,عمه,0.25
6,عمه,0.25
6,خاله ,0.0
6,عمه حمزة بن المطلب ,0.0
6,عمه,0.25
6,عمه أبي طالب ,2.0
6,حليمة السعدية ,0.0
6,أمه آمنة بنت وهب ,0.0
6,عمه,0.25
6,عمه,0.25
6,عمه,0.25
6,عمه ابو طالب ,2.0
6,عمه ,0.25
6,حليمة السعدية ,0.0
6,عمه,0.25
6,حليمة السعدية ,0.0
6,عمه,0.25
6,عمه,0.25
6,عمه,0.25
6,عمه,0.25
6,حليمة السعدية ,0.0
6,عمه ,0.25
6,عمه,0.25
6,ابو طالب ,2.0
6,عمه,0.25
6,عمه ,0.25
6,أبي طالب ,2.0
6,عمه,0.25
6,ابو طالب ,2.0
6,ابو طالب ,2.0
6,عمه ,0.25
6,عمه ابي طالب,2.0
6,عمه عبد المطلب,2.0
6,عم النبي أبي طالب  وشقيق أبيه ,2.0
6,ابا طالب,2.0
6,شقيق ابيه أبي طالب ,2.0
6,عمه ابو طالب,2.0
6,عمه ابو طالب ,2.0
7,63 سنة هو عمر الرسول صلى الله عليه وسلم ,0.0
7,40,1.0
7,كان عمر الرسول صلى الله عليه وسلم 40 سنة,1.0
7,40,1.0
7,40 سنة,1.0
7,25,0.0
7,w,0.0
7,40,1.0
7,40,1.0
7,50 عاما,0.0
7, 40 سنة,1.0
7,40,1.0
7,25سنة,0.0
7,40,1.0
7,40,1.0
7,40 سنة,1.0
7,40,1.0
7,40,1.0
7,42,0.0
7,42,0.0
7,41,0.0
7,39,0.0
7,40,1.0
7,40,1.0
7,40,1.0
7,40 سنة,1.0
7,40,1.0
7,40 سنة,1.0
7,40,1.0
7,40,1.0
7,40 عاما,1.0
7,43,0.0
7,أربعون سنة ,1.0
7,12,0.0
7,40 سنة,1.0
7,40,1.0
7,24 عاما ,0.0
7,40 سنة ,1.0
7,25,0.0
7,أربعين سنة,1.0
7,أربعين  سنة 40 ,1.0
7,40 سنة,1.0
7,42 سنة ,0.0
7,39 سنة,0.0
7,40 سنة ,1.0
7,40 سنة ,1.0
7,43,0.0
7,40 سنة,1.0
7,40سنة,1.0
7,40,1.0
7,39,0.0
7,43,0.0
7,40,1.0
7,39,0.0
7,40,1.0
7,42,0.0
7,43,0.0
7,60,0.0
7,39,0.0
7,40,1.0
7,40,1.0
7,25,0.0
7,60,0.0
7,أربعون سنة ,1.0
7,40,1.0
7,40,1.0
7,40,1.0
7,43,0.0
7,30,0.0
7,25,0.0
7,39,0.0
7,30,0.0
7,43 سنة ,0.0
7,39,0.0
7,40,1.0
7,40,1.0
7,أربعين سنة ,1.0
7,30,0.0
7,40,1.0
7,50,0.0
7,40,1.0
7,40,1.0
7,39,0.0
7,30,0.0
7,25,0.0
7,خمسة وعشرون سنة ,0.0
7,50,0.0
7,40,1.0
7,42,0.0
7,40,1.0
7,40,1.0
7,40,1.0
7,40,1.0
7,30,0.0
7,25,0.0
7,40,1.0
7,43,0.0
7,40,1.0
7,40,1.0
7,40,1.0
7,أربعون عاما,1.0
7,40 عاما ,1.0
7,أربعين سنة ,1.0
7,40 سنة,1.0
7,أربعون سنة ,1.0
7,40 سنة,1.0
7,45سنة ,0.0
8,الملك هو الروح الامين جبريل ,1.0
8,جبريل,1.0
8,جبريل عليه السلام,1.0
8,جبريل,1.0
8,جبريل  عليه السلام,1.0
8,جبريل الأمين ,1.0
8,جبريل ,1.0
8,جبريل,1.0
8,جبريل,1.0
8,جبريل,1.0
8,جبريل,1.0
8,جبريل الروح الأمين ,1.0
8,جبريل,1.0
8,جبريل عليه السلام ,1.0
8,جبريل عليه السلام,1.0
8,جبريل عليه السلام,1.0
8,جبريل,1.0
8,جبريل ,1.0
8,جبريل الأمين ,1.0
8,جبريل ,1.0
8,جبريل,1.0
8,جبريل,1.0
8,جبريل,1.0
8,جبريل,1.0
8,جبريل,1.0
8,جبريل,1.0
8,الملك جبريل ,1.0
8,الملك جبريل ,1.0
8,جبريل ,1.0
8,جبريل ,1.0
8,جبريل,1.0
8,جبريل ,1.0
8,جبريل عليه السلام,1.0
8,جبريل عليه السلام ,1.0
8,جبريل ,1.0
8,جبريل عليه السلام,1.0
8,جبريل عليه السلام ,1.0
8,جبريل عليه السلام ,1.0
8,جبريل,1.0
8,جبريل,1.0
8,النبي الذي جاء بالوحي هو جبريل ,1.0
8,جبريل عليه السلام,1.0
8,جبريل,1.0
8,جبريل,1.0
8,جبريل ,1.0
8,جبريل عليه السلام ,1.0
8,جبريل ,1.0
8,جبريل,1.0
8,اسرافيل,0.0
8,جبريل ,1.0
8,جبريل ,1.0
8,جبريل ,1.0
8,جبريل ,1.0
8,جبريل ,1.0
8,جبريل ,1.0
8,جبريل ,1.0
8,جبريل ,1.0
8,الملك جبريل,1.0
8,جبريل ,1.0
8,جبريل ,1.0
8,جبريل,1.0
8,جبريل ,1.0
8,جبريل ,1.0
8,جبريل ,1.0
8,جبريل ,1.0
8,جبرائيل,1.0
8,اسرافيل ,0.0
8,جبريل ,1.0
8,جبريل ,1.0
8,جبريل ,1.0
8,جبريل,1.0
8,جبريل,1.0
8,الروح الأمين ,1.0
8,جبريل ,1.0
8,جبريل ,1.0
8,جبريل ,1.0
8,جبريل الروح الأمين هو الملك الذي أنزل الوحي على رسول الله صلى الله عليه وسلم ,1.0
8,جبريل ,1.0
8,جبريل ,1.0
8,جبريل ,1.0
8,جبريل ,1.0
8,الملك جبريل ,1.0
8,جبريل ,1.0
8,جبريل ,1.0
8,جبريل ,1.0
8,ميكائيل عليه السلام ,0.0
8,جبريل ,1.0
8,جبريل,1.0
8,جبريل ,1.0
8,جبريل,1.0
8,جبريل ,1.0
8,جبريل,1.0
8,جبريل ,1.0
8,جبريل ,1.0
8,جبريل ,1.0
8,جبريل,1.0
8,جبريل ,1.0
8,جبريل ,1.0
8,جبريل ,1.0
8,جبريل ,1.0
8,جبريل عليه السلام ,1.0
8,جبريل ,1.0
8,الروح الأمين ,1.0
8,جبريل عليه السلام ,1.0
8,"قال تعالى ""نزل به الروح الأمين على قلبك لتكون من المنذرين بلسان عربي مبين . وإنه لفي زبر الأولين "" ",1.0
8,جبريل ,1.0
8,جبريل عليه السلام ,1.0
9,ادرس,0.0
9,اقرأ ,2.0
9,اية : اقرا باسم ربك الذي خلق ...,2.0
9,اقرأ,2.0
9, الآية: إقرأ باسم ربك الذي خلق,2.0
9,تعلم,0.0
9,العب,0.0
9,إقرأ,2.0
9,اقرا بداية سورة العلق,2.0
9,اقرا بسم ربك الذي خلق,2.0
9,سورة العلق,2.0
9,اقرأ ,2.0
9,سورة العلق,2.0
9,سورة العلق ,2.0
9,اقرأ باسم ربك...,2.0
9,الآيات الأولى من سورة العلق,2.0
9,اقرأ,2.0
9,ادرس,0.0
9,سورة العلق ,2.0
9,إقرأ ,2.0
9,الفاتحة ,0.0
9,سورة العلق,2.0
9,إقرأ ,2.0
9,إقرأ ,2.0
9,إقرأ ,2.0
9,اقرأ باسم ربك الذي خلق ,2.0
9,اقرأ ,2.0
9,اقرأ ,2.0
9,إقرأ ,2.0
9,سورة اقرأ,0.0
9,اقرأ,2.0
9,إقرأ ,2.0
9,اقرأ باسم ربك الذي خلق,2.0
9,اقرأ,2.0
9,إقرأ باسم ربك الذي خلق ,2.0
9,اقرأ باسم ربك الذي خلق,2.0
9,إقرأ باسم ربك الذي خلق,2.0
9,سورة العلق اقرأ,2.0
9,سورة اقرأ,0.0
9,اقرأ باسم ربك الذي خلق,2.0
9,أول مانزل من القران الكريم اقرأ,2.0
9,إقرأ باسم ربك الذي خلق,2.0
9,إقرأ باسم ربك الذي خلق ,2.0
9,إقرأ باسم ربك الذي خلق ,2.0
9,إقرأ باسم ربك الذي خلق ,2.0
9,اقرأ بسم ربك الذي خلق,2.0
9,اقرا,2.0
9,إقرأ,2.0
9,سورة الفاتحة,0.0
9,إقرأ بسم ربك الذي خلق,2.0
9,إقرأ ,2.0
9,الفاتحة,0.0
9,سورة العلق ,2.0
9,إقرأ بسم ربك الذي خلق,2.0
9,البقرة,0.0
9,الفاتحة,0.0
9,إقرأ بسم ربك الذي خلق ,2.0
9,اقرأ,2.0
9,الفاتحة,0.0
9,إقرأ بسم ربك الذي خلق ,2.0
9,سورة العلق ,2.0
9,اقرأ ,2.0
9,سورة العلق ,2.0
9,اقرأ باسم ربك ,2.0
9,الفاتحة ,0.0
9,اقرأ ,2.0
9,اقرأ باسم ربك الذي خلق ,2.0
9,سورة العلق ,2.0
9,إقرأ بسم ربك الذي خلق ,2.0
9,سورة العلق ,2.0
9,الفاتحة ,0.0
9,إقرأ بسم ربك الذي خلق ,2.0
9,اقرأ هي اول كلمة نزلت في القران الكريم ,2.0
9,البقرة,0.0
9,الفاتحة ,0.0
9,سورة العلق ,2.0
9,يا أيها المزمل ,0.0
9,الفاتحة ,0.0
9,الفاتحة,0.0
9,إقرأ بسم ربك الذي خلق ,2.0
9,سورة العلق ,2.0
9,الفاتحة ,0.0
9,الفاتحة ,0.0
9,سورة العلق ,2.0
9,الفاتحة ,0.0
9,أية اقرأ باسم ربك الذي خلق ,2.0
9,سورة البقرة ,0.0
9,اقرأ ,2.0
9,سورة العلق ,2.0
9,الفاتحة ,0.0
9,الفاتحة ,0.0
9,اقرأ ,2.0
9,إقرأ بسم ربك الذي خلق ,2.0
9,سورة العلق,2.0
9,اقرأ ,2.0
9,اقرأ ,2.0
9,الآية الكريمة إقرأ بسم ربك الذي خلق ,2.0
9,سورة العلق ,2.0
9,سورة الفاتحة ,0.0
9,اقرأ ,2.0
9,إقرأ بإسم ربك الذي خلق,2.0
9,إقرء بسم ربك الدي خلق,2.0
9,اقرأ,2.0
9,اقرأ باسم ربك الذي خلق ,2.0
9,"قال تعالى ""اقرأ باسم ربك الذي خلق""",2.0
9,اقرا باسم ربك الذي خلق,2.0
9,اقرا سورة القلم ,0.0
10,3 سنوات ,2.0
10,3,2.0
10,اربع سنوات ,0.0
10,5,0.0
10,5سنوات,0.0
10,6,0.0
10,3 اشهر و ستتخلص منها,0.0
10,3 سنوات,2.0
10,20 سنة,0.0
10,20 سنة ,0.0
10,عامين,0.0
10,4,0.0
10,عامين,0.0
10,2,0.0
10,3 سنوات,2.0
10,ثلاث سنوات.,2.0
10,3 سنوات,2.0
10,2,0.0
10,دامت سنة ,0.0
10,3,2.0
10,1,0.0
10,4,0.0
10,3,2.0
10,3,2.0
10,4,0.0
10,3 سنوات,2.0
10,2,0.0
10,3 سنوات,2.0
10,3 سنوات,2.0
10,2,0.0
10,4 سنوات,0.0
10,3 سنين ,2.0
10,ثلاث سنوات,2.0
10,3 سنوات,2.0
10,3سنوات ,2.0
10,لا اعرف,0.0
10,ثلاث سنوات ,2.0
10,ثلاث سنوات ,2.0
10,35,0.0
10,سنتان ,0.0
10,دامت الدعوة السرية أربع سنوات ,0.0
10,4 سنوات,0.0
10,4 سنوات,0.0
10,5 سنوات,0.0
10,5 سنوات,0.0
10,3 سنوات ,2.0
10,23 سنة ,0.0
10,23,0.0
10,23 عاما,0.0
10,3,2.0
10,سنتين,0.0
10,5,0.0
10,3 سنوات,2.0
10,سنتي ,0.0
10,4 سنوات ,0.0
10,3 سنوات ,2.0
10,3 سنوات ,2.0
10,5,0.0
10,4 سنوات ,0.0
10,4 سنوات ,0.0
10,2,0.0
10,4,0.0
10,3,2.0
10,اربع سنوات,0.0
10,4 سنوات ,0.0
10,7,0.0
10,4 سنوات,0.0
10,3 سنوات ,2.0
10,3سنوات ,2.0
10,لا أعلم ,0.0
10,42سنة ,0.0
10,3 سنوات ,2.0
10,دامت الدعوة اربع سنوات,0.0
10,3سنوات ,2.0
10,لا أعلم ,0.0
10,5 سنوات ,0.0
10,أربع سنوات,0.0
10,3 سنوات ,2.0
10,4 سنوات,0.0
10,سنتين ,0.0
10,3سنوات ,2.0
10,لا أعلم,0.0
10,سنة واحدة ,0.0
10,5سنوات,0.0
10,6,0.0
10,أربع سنوات ,0.0
10,سنة واحدة ,0.0
10,7,0.0
10,سنتين ,0.0
10,لا أعلم,0.0
10,3 سنوات,2.0
10,8,0.0
10,3 سنوات,2.0
10,6 سنوات,0.0
10,8,0.0
10,4 سنوات,0.0
10,سنة واحدة ,0.0
10,3 سنوات ,2.0
10,4 سنوات ,0.0
10,3,2.0
10,ثلاث سنوات ,2.0
10,3 سنوات ,2.0
10,ثلاث سنوات ,2.0
10,3 سنوات,2.0
10,ظل النبي في الدعوة السرية ثلاث سنوات,2.0
10,3 سنوات,2.0
10,3 سنوات ,2.0
